word,definition,pos,target_code,trans_word,alt_def,wiki_link,example
해결,"An act of handling and finishing a case, problem, or task, etc., successfully. ",명사,72470,solution; settlement,"Solution, settlement",https://en.wiktionary.org/wiki/해결,"
			이 문제는 우리가 해결해도 되는 가벼운 문제이니 선생님께 보고하지 않았다.
		"
행복,A blessing or good luck.,명사,72480,blessing; luck; fortune,Happiness,https://en.wiktionary.org/wiki/행복,"
			신혼부부는 새집을 예쁘게 가꾸며 행복해하였다.
		"
걸어가다,To take a step forward in the direction of a destination.,동사,32042,walk; tread; stride,To go on foot or walk,https://en.wiktionary.org/wiki/걸어가다,"
			홀로 걸어가다.
		"
근로자,A person who is paid for doing physical or mental work for a given period of time.,명사,35951,worker,Laborer,https://en.wiktionary.org/wiki/근로자,"
			노동조합에 가입된 근로자들은 회사에 임금 인상을 요구했다.
		"
글쎄,An exclamation used when showing an uncertain attitude toward someone's question or demand.,감탄사,29723,well; hm,Now or well or let me see,https://en.wiktionary.org/wiki/글쎄,"
			글쎄요. 투표 결과를 지켜봐야 알 수 있을 것 같습니다.
		"
목숨,The state of a human or animal breathing and staying alive.,명사,16152,life,Life,https://en.wiktionary.org/wiki/목숨,"
			독립운동에 가담했던 많은 사람들이 목숨을 잃었다.
		"
백화점,A large retail store divided into departments selling a great many kinds of goods in one building.,명사,26844,department store,Department store,https://en.wiktionary.org/wiki/백화점,"
			동네 신발 가게에는 마음에 드는 신발이 없어 나는 결국 백화점에까지 갔다.
		"
변화하다,"For the shape, condition, property, etc., of something to be altered.",동사,65536,change,"To change, vary",https://en.wiktionary.org/wiki/변화하다,"
			가족 제도가 변화하다.
		"
병,The abnormal state of a living organism's body that hinders normal activities and causes pain.,명사,62694,disease,bottle; jar,https://en.wiktionary.org/wiki/병,"
			병원에는 무슨 일로 가니?
		"
빠져나가다,To go outside the limited environment or  boundary. ,동사,15644,get out; escape,Get/go out of here,https://en.wiktionary.org/wiki/빠져나가다,"
			개찰구를 빠져나가다.
		"
안녕하다,"Comfortable without any problems or worries.",형용사,72523,peaceful; calm,To say hello,https://en.wiktionary.org/wiki/안녕하다,"
			간밤에 안녕하다.
		"
여론,An opinion shared by people in a society. ,명사,15209,public opinion; prevailing view,"Public opinion, public sentiment towards sth",https://en.wiktionary.org/wiki/여론,"
			정부의 새로운 정책이 여론에 비난을 받고 있습니다.
		"
의복,"An item that one wears to cover his/her body, protect himself/herself from cold, heat, etc., and look fashionable.",명사,24076,clothes; garment,"Clothes, garments",https://en.wiktionary.org/wiki/의복,"
			꽃무늬는 주로 여성들의 옷에 사용되어 왔으나, 오늘날은 남녀 의복에 구별 없이 사용된다.
		"
체조,Moving the body in a regular manner to maintain health. Or such exercise.,명사,25367,gymnastics; physical exercise,Gymnastics,https://en.wiktionary.org/wiki/체조,"
			이번 체조 개인전에서 일등을 한 신인 선수에게 모두의 관심이 집중됐다.
		"
출발하다,"To leave a place, heading for another place.",동사,72141,depart; leave,"To depart, leave",https://en.wiktionary.org/wiki/출발하다,"
			개개 출발하다.
		"
현실적,A state of being real or being able to be realized.,명사,87664,being realistic; being practical; being probable,"Down to earth, Realistic",https://en.wiktionary.org/wiki/현실적,"
			이 소설은 가공적으로 만든 이야기라는 것이 믿기지 않을 만큼 매우 현실적이다.
		"
화제,The title of a story.,명사,87601,title; name,Subject of conversation,https://en.wiktionary.org/wiki/화제,"
			이 노래는 가수가 실제로 겪었던 이야기를 담은 가사로 화제가 되었다.
		"
결정되다,For what and how to do it to be fixed clearly.,동사,61093,be decided,To become decided,https://en.wiktionary.org/wiki/결정되다,"
			가결로 결정되다.
		"
고양이,A small animal which can see well in the dark and catches mice well and which is also raised as a pet.,명사,18779,cat,Kitten,https://en.wiktionary.org/wiki/고양이,"
			어미를 잃은 새끼 고양이는 가녀린 울음소리를 냈다.
		"
공격,The act of assaulting the enemy in a war.,명사,19487,attack; raid,Attack,https://en.wiktionary.org/wiki/공격,"
			후반전이 시작되자 전열을 가다듬은 선수들의 공격이 빨라졌다.
		"
물가,The edge of the water like the sea or river.,명사,91196,riverside; waterside,Prices of products,https://en.wiktionary.org/wiki/물가,"
			우물가.
		"
민주주의,"An ideology which aims at government for the people, in which they have sovereignty. ",명사,15777,democracy,Democracy,https://en.wiktionary.org/wiki/민주주의,"
			민주주의를 향한 국민들의 갈구가 독재 정권을 물러나게 했다.
		"
불안,Feeling uneasy and worried.,명사,60388,uneasiness; anxiety,"uneasiness, anxiety",https://en.wiktionary.org/wiki/불안,"
			불안을 가누다.
		"
소중하다,"Very precious.",형용사,49253,valuable,"To be important, valuable",https://en.wiktionary.org/wiki/소중하다,"
			신부님께서는 인간은 빈부나 귀천에 상관없이 모두 소중하다고 믿고 사람들을 차별 없이 대하셨다.
		"
여유,"A state in which there is abundant time, space, money, etc., enough to spare.",명사,67787,"having more than enough of time, space, money, etc.","reserve, surplus",https://en.wiktionary.org/wiki/여유,"
			정말 여유롭고 좋다.
		"
의문,The state of being doubtful of something; a doubtful problem or truth.,명사,24075,doubt; question,"A question, a doubt",https://en.wiktionary.org/wiki/의문,"
			의문이 가다.
		"
중학교,A school that can be attended by those who have graduated from elementary school or have the academic qualifications equivalent to an elementary school graduate.,명사,30212,middle school,Middle school,https://en.wiktionary.org/wiki/중학교,"
			중학교 올라가는 애가 가감승제도 제대로 못하면 어떡하니?
		"
킬로미터,A bound noun that serves as a unit of length.,의존 명사,72177,kilometer,Kilometer,https://en.wiktionary.org/wiki/킬로미터,"
			사백 킬로미터가 넘습니다.
		"
파도,Waves forming in the sea.,명사,71304,wave,"Waves, billows",https://en.wiktionary.org/wiki/파도,"
			파도가 가라앉다.
		"
흰색,The color of snow or milk.,명사,62883,white,"gray, ash color",https://en.wiktionary.org/wiki/흰색,"
			흰색 가운.
		"
가수,A person whose job it is to sing.,명사,62256,singer,Singer,https://en.wiktionary.org/wiki/가수,"
			부끄러움을 많이 타던 옆집 아이가 가수가 될 줄은 아무도 몰랐다.
		"
단,A word that indicates there is only the amount of something.,관형사,29733,just; merely; simply,"Only one, alone",https://en.wiktionary.org/wiki/단,"
			조선 시대의 가객들은 집단으로 서울 주변의 명승지를 돌아다니면서 노래를 부르곤 했다.
		"
방송국,"An outlet equipped with facilities for broadcasting by radio or television. ",명사,63693,broadcasting station ,Broadcasting station,https://en.wiktionary.org/wiki/방송국,"
			방송국에서 야외 공연을 하기 위해 가설무대를 만들었다.
		"
빛나다,For light to shine brightly.,동사,15642,shine,"shine, glitter",https://en.wiktionary.org/wiki/빛나다,"
			가물가물하게 빛나다.
		"
숨다,To hide one's body so that others cannot see it.,동사,63498,hide,"To be in hiding, to hide oneself",https://en.wiktionary.org/wiki/숨다,"
			간데없이 숨다.
		"
실리다,"For something to be put into a car, ship, aircraft, etc., in order to be carried.",동사,14085,be loaded; be laded,"To be printed,recorded; to be loaded onto a truck (luggage)",https://en.wiktionary.org/wiki/실리다,"
			가득 실리다.
		"
압력,The force applied to press something. ,명사,16159,pressure,"pressure, stress",https://en.wiktionary.org/wiki/압력,"
			압력의 가중.
		"
예금,"The act of entrusting money to a financial institution such as a bank, or the money. ",명사,71102,deposit; making a deposit,Deposit money,https://en.wiktionary.org/wiki/예금,"
			새로 예금 계좌를 만들려고 왔습니다.
		"
예상되다,For what will happen in the future to be guessed.,동사,14146,be forecasted; be expected,"To expect, anticipate",https://en.wiktionary.org/wiki/예상되다,"
			각광이 예상되다.
		"
입학,Starting to go to a school as a new student.,명사,70792,admission to a school; entrance into a school,Admission into school,https://en.wiktionary.org/wiki/입학,"
			입학이 가까워지다.
		"
증권,A document or letter used as proof.,명사,27746,legal paper,"securities, document,deed",https://en.wiktionary.org/wiki/증권,"
			증권가
		"
직후,Something that comes right after another.,명사,28963,next; following,Immediately after,https://en.wiktionary.org/wiki/직후,"
			나는 결혼한 직후 엄격한 시댁의 가풍에 적응하느라 힘든 시간을 보냈다.
		"
차량,All vehicles that travel on roads or rail tracks.,명사,37238,traffic,"vehicles, cars",https://en.wiktionary.org/wiki/차량,"
			다리를 수리하는 동안 가교가 설치되어 차량들이 정상적으로 통행할 수 있었다.
		"
출산,To give birth to a child.,명사,27815,childbirth; delivery; labor,Child birth,https://en.wiktionary.org/wiki/출산,"
			한국은 출산율의 저조와 고령화의 가속화로 고령 사회로 접어들고 있다.
		"
물다,To insert something between the upper and lower lips or teeth and press it by bringing the parted lips or teeth together.,동사,62322,hold with one's lips or teeth,"bite, put in the mouth",https://en.wiktionary.org/wiki/물다,"
			크게 가물다.
		"
선진국,"A country that is ahead of others in its development of politics, economics, culture, etc.",명사,44915,advanced country; developed country,A developed country,https://en.wiktionary.org/wiki/선진국,"
			이웃 나라는 선진국과 조약을 맺으면서 개국하게 되었다.
		"
약,"A substance orally administered, applied or injected to treat or prevent an illness, wound, etc.",명사,72379,medicine; medication; pill; drug,drug; medicine,https://en.wiktionary.org/wiki/약,"
			가계약
		"
어느새,Very early while one does not notice.,부사,67274,already; so soon,"In no time, quickly",https://en.wiktionary.org/wiki/어느새,"
			승규는 철봉 위로 가볍게 뛰어 오르더니 어느새 철봉에 매달려 있었다.
		"
재판,A proceeding at a court where a judgement is rendered on a legal issue in accordance with the law.,명사,24978,trial,A trial,https://en.wiktionary.org/wiki/재판,"
			사건의 진실이 무엇인지는 내일 재판 결과로 가려질 것이다.
		"
저쪽,A pronoun used to indicate a place or direction that is far from both the speaker and listener.,대명사,75761,that side,"Over there, in that direction",https://en.wiktionary.org/wiki/저쪽,"
			2층에 있는데 2층으로 가는 계단은 저쪽에 있습니다.
		"
제자,A person who was or is taught by a teacher.,명사,31804,student,A disciple,https://en.wiktionary.org/wiki/제자,"
			제자들에게 가로되.
		"
창문,An opening in the wall or roof made to let in air or light.,명사,71809,window,A window,https://en.wiktionary.org/wiki/창문,"
			창문가.
		"
초,A bound noun used to indicate the early or initial stage of a certain period of time.,의존 명사,72123,beginning,"unit of time, second",https://en.wiktionary.org/wiki/초,"
			귤 초콜릿도 있네?
		"
치즈,Food that is made by taking out the substance rich in protein from milk and drying and fermenting it.  ,명사,72155,cheese,Cheese,https://en.wiktionary.org/wiki/치즈,"
			우유 가공업이 발달하면서 치즈나 분유 등 다양한 제품이 생산되고 있다.
		"
